person1_word_idx,person2_word_idx,sentence,person1_right_tokens,person2_right_tokens,text_between,person1_left_tokens,person2_left_tokens,person1_right_first_tokens,person2_right_first_tokens,person1_right_second_tokens,person2_right_second_tokens,person1_right_third_tokens,person2_right_third_tokens,person1_left_first_tokens,person2_left_first_tokens,person1_left_second_tokens,person2_left_second_tokens,person1_left_third_tokens,person2_left_third_tokens,tokens
"(10, 10)","(71, 71)","[ 42,43 ] have introduced a new family of W-free Co-Ni-Al-Mo-Nb superalloys , with low mass densities of 8.4g/cm3 and high γ′ ( γ′ ) -precipitate fractions , where 5 Mo and 2 at % Nb replace 10 at % W. While these W-free alloys are less dense than most conventional Ni- and Co-based superalloys [ 35,37 ] , the complete removal of W strongly decreases the solvus temperatures [ to 1139-1263 K ( 866-990°C ) , depending on the Ni content ] , while their coarsening resistance is largely unexplored . ","['with', 'low', 'mass', 'densities', 'of', '8.4g/cm3', 'and', 'high', 'γ′', '(']","['with', 'low', 'mass', 'densities', 'of', '8.4g/cm3', 'and', 'high', 'γ′', '(']","['with', 'low', 'mass', 'densities', 'of', '8.4g/cm3', 'and', 'high', 'γ′', '(', 'γ′', ')', '-precipitate', 'fractions', 'where', '5', 'Mo', 'and', '2', 'at', '%', 'Nb', 'replace', '10', 'at', '%', 'W.', 'While', 'these', 'W-free', 'alloys', 'are', 'less', 'dense', 'than', 'most', 'conventional', 'Ni-', 'and', 'Co-based', 'superalloys', '35', '37', 'the', 'complete', 'removal', 'of', 'W', 'strongly', 'decreases', 'the', 'solvus', 'temperatures', 'to', '1139-1263', 'K', '(', '866-990°C', ')', 'depending']","['42', '43', 'have', 'introduced', 'a', 'new', 'family', 'of', 'W-free']","['decreases', 'the', 'solvus', 'temperatures', 'to', '1139-1263', 'K', '(', '866-990°C', ')']",['with'],['the'],['low'],['Ni'],['mass'],['content'],['Co-Ni-Al-Mo-Nb'],['depending'],['W-free'],[')'],['of'],['866-990°C'],"['42', '43', 'have', 'introduced', 'a', 'new', 'family', 'of', 'W-free', 'Co-Ni-Al-Mo-Nb', 'superalloys', 'with', 'low', 'mass', 'densities', 'of', '8.4g/cm3', 'and', 'high', 'γ′', '(', 'γ′', ')', '-precipitate', 'fractions', 'where', '5', 'Mo', 'and', '2', 'at', '%', 'Nb', 'replace', '10', 'at', '%', 'W.', 'While', 'these', 'W-free', 'alloys', 'are', 'less', 'dense', 'than', 'most', 'conventional', 'Ni-', 'and', 'Co-based', 'superalloys', '35', '37', 'the', 'complete', 'removal', 'of', 'W', 'strongly', 'decreases', 'the', 'solvus', 'temperatures', 'to', '1139-1263', 'K', '(', '866-990°C', ')', 'depending', 'on', 'the', 'Ni', 'content', 'while', 'their', 'coarsening', 'resistance', 'is', 'largely', 'unexplored', '.']"
"(14, 15)","(29, 29)","Neither γ′ ( γ′ ) -precipitates , nor any other phases , were observed in the 0 Ti alloy indicating that the γ′ ( γ′ ) solvus temperature is less than 1273K ( 1000°C ) . ","['alloy', 'indicating', 'that', 'the', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature']","['alloy', 'indicating', 'that', 'the', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature']","['alloy', 'indicating', 'that', 'the', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'is', 'less', 'than']","['γ′', ')', '-precipitates', 'nor', 'any', 'other', 'phases', 'were', 'observed', 'in']","['that', 'the', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'is', 'less']",['alloy'],['('],['indicating'],['1000°C'],['that'],[')'],['the'],['than'],['in'],['less'],['in'],['is'],"['Neither', 'γ′', '(', 'γ′', ')', '-precipitates', 'nor', 'any', 'other', 'phases', 'were', 'observed', 'in', 'the', '0', 'Ti', 'alloy', 'indicating', 'that', 'the', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'is', 'less', 'than', '1273K', '(', '1000°C', ')', '.']"
"(14, 15)","(31, 31)","Neither γ′ ( γ′ ) -precipitates , nor any other phases , were observed in the 0 Ti alloy indicating that the γ′ ( γ′ ) solvus temperature is less than 1273K ( 1000°C ) . ","['alloy', 'indicating', 'that', 'the', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature']","['alloy', 'indicating', 'that', 'the', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature']","['alloy', 'indicating', 'that', 'the', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'is', 'less', 'than', '1273K', '(']","['γ′', ')', '-precipitates', 'nor', 'any', 'other', 'phases', 'were', 'observed', 'in']","['γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'is', 'less', 'than', '1273K']",['alloy'],[')'],['indicating'],['.'],['that'],['.'],['the'],['('],['in'],['1273K'],['in'],['than'],"['Neither', 'γ′', '(', 'γ′', ')', '-precipitates', 'nor', 'any', 'other', 'phases', 'were', 'observed', 'in', 'the', '0', 'Ti', 'alloy', 'indicating', 'that', 'the', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'is', 'less', 'than', '1273K', '(', '1000°C', ')', '.']"
"(21, 22)","(15, 15)",The γ′ ( γ′ ) solvus temperature increases near linearly with bulk Ti concentration from 1255K ( 982°C ) in the 0 Ti alloy to 1410K ( 1137°C ) in the 8 Ti alloy ( fig 11 ) . ,"['alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti']","['alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti']","['(', '982°C', ')', 'in', 'the']","['with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in']","[')', 'solvus', 'temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration']",['alloy'],['('],['to'],['982°C'],['1410K'],[')'],['the'],['from'],['in'],['concentration'],['in'],['Ti'],"['The', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '(', 'fig', '11', ')', '.']"
"(21, 22)","(17, 17)",The γ′ ( γ′ ) solvus temperature increases near linearly with bulk Ti concentration from 1255K ( 982°C ) in the 0 Ti alloy to 1410K ( 1137°C ) in the 8 Ti alloy ( fig 11 ) . ,"['alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti']","['alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti']","[')', 'in', 'the']","['with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in']","['temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration', 'from', '1255K']",['alloy'],[')'],['to'],['in'],['1410K'],['the'],['the'],['('],['in'],['1255K'],['in'],['from'],"['The', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '(', 'fig', '11', ')', '.']"
"(21, 22)","(25, 25)",The γ′ ( γ′ ) solvus temperature increases near linearly with bulk Ti concentration from 1255K ( 982°C ) in the 0 Ti alloy to 1410K ( 1137°C ) in the 8 Ti alloy ( fig 11 ) . ,"['alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti']","['alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti']","['alloy', 'to']","['with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in']","['from', '1255K', '(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy']",['alloy'],['('],['to'],['1137°C'],['1410K'],[')'],['the'],['to'],['in'],['alloy'],['in'],['Ti'],"['The', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '(', 'fig', '11', ')', '.']"
"(21, 22)","(27, 27)",The γ′ ( γ′ ) solvus temperature increases near linearly with bulk Ti concentration from 1255K ( 982°C ) in the 0 Ti alloy to 1410K ( 1137°C ) in the 8 Ti alloy ( fig 11 ) . ,"['alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti']","['alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti']","['alloy', 'to', '1410K', '(']","['with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in']","['(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K']",['alloy'],[')'],['to'],['in'],['1410K'],['the'],['the'],['('],['in'],['1410K'],['in'],['to'],"['The', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '(', 'fig', '11', ')', '.']"
"(31, 32)","(15, 15)",The γ′ ( γ′ ) solvus temperature increases near linearly with bulk Ti concentration from 1255K ( 982°C ) in the 0 Ti alloy to 1410K ( 1137°C ) in the 8 Ti alloy ( fig 11 ) . ,"['alloy', '(', 'fig', '11', ')', '.']","['alloy', '(', 'fig', '11', ')', '.']","['(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the']","['the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in']","[')', 'solvus', 'temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration']",['alloy'],['('],['('],['982°C'],['fig'],[')'],['the'],['from'],['in'],['concentration'],['in'],['Ti'],"['The', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '(', 'fig', '11', ')', '.']"
"(31, 32)","(17, 17)",The γ′ ( γ′ ) solvus temperature increases near linearly with bulk Ti concentration from 1255K ( 982°C ) in the 0 Ti alloy to 1410K ( 1137°C ) in the 8 Ti alloy ( fig 11 ) . ,"['alloy', '(', 'fig', '11', ')', '.']","['alloy', '(', 'fig', '11', ')', '.']","[')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the']","['the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in']","['temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration', 'from', '1255K']",['alloy'],[')'],['('],['in'],['fig'],['the'],['the'],['('],['in'],['1255K'],['in'],['from'],"['The', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '(', 'fig', '11', ')', '.']"
"(31, 32)","(25, 25)",The γ′ ( γ′ ) solvus temperature increases near linearly with bulk Ti concentration from 1255K ( 982°C ) in the 0 Ti alloy to 1410K ( 1137°C ) in the 8 Ti alloy ( fig 11 ) . ,"['alloy', '(', 'fig', '11', ')', '.']","['alloy', '(', 'fig', '11', ')', '.']","['(', '1137°C', ')', 'in', 'the']","['the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in']","['from', '1255K', '(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy']",['alloy'],['('],['('],['1137°C'],['fig'],[')'],['the'],['to'],['in'],['alloy'],['in'],['Ti'],"['The', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '(', 'fig', '11', ')', '.']"
"(31, 32)","(27, 27)",The γ′ ( γ′ ) solvus temperature increases near linearly with bulk Ti concentration from 1255K ( 982°C ) in the 0 Ti alloy to 1410K ( 1137°C ) in the 8 Ti alloy ( fig 11 ) . ,"['alloy', '(', 'fig', '11', ')', '.']","['alloy', '(', 'fig', '11', ')', '.']","[')', 'in', 'the']","['the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in']","['(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K']",['alloy'],[')'],['('],['in'],['fig'],['the'],['the'],['('],['in'],['1410K'],['in'],['to'],"['The', 'γ′', '(', 'γ′', ')', 'solvus', 'temperature', 'increases', 'near', 'linearly', 'with', 'bulk', 'Ti', 'concentration', 'from', '1255K', '(', '982°C', ')', 'in', 'the', '0', 'Ti', 'alloy', 'to', '1410K', '(', '1137°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '(', 'fig', '11', ')', '.']"
"(8, 8)","(12, 12)",4.2 Solvus temperatures The solvus temperatures of the Co-Ni-Al-W-Ti alloys range from 1258K ( 985°C ) in the 0 Ti alloy ( highest in W content ) to 1403K ( 1130°C ) in the 8 Ti alloy . ,"['alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0']","['alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0']","['alloys', 'range', 'from']","['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of']","['Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range']",['alloys'],['('],['range'],['985°C'],['from'],[')'],['the'],['from'],['of'],['range'],['temperatures'],['alloys'],"['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(', '1130°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '.']"
"(8, 8)","(14, 14)",4.2 Solvus temperatures The solvus temperatures of the Co-Ni-Al-W-Ti alloys range from 1258K ( 985°C ) in the 0 Ti alloy ( highest in W content ) to 1403K ( 1130°C ) in the 8 Ti alloy . ,"['alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0']","['alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0']","['alloys', 'range', 'from', '1258K', '(']","['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of']","['The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K']",['alloys'],[')'],['range'],['in'],['from'],['the'],['the'],['('],['of'],['1258K'],['temperatures'],['from'],"['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(', '1130°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '.']"
"(8, 8)","(28, 28)",4.2 Solvus temperatures The solvus temperatures of the Co-Ni-Al-W-Ti alloys range from 1258K ( 985°C ) in the 0 Ti alloy ( highest in W content ) to 1403K ( 1130°C ) in the 8 Ti alloy . ,"['alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0']","['alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0']","['alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to']","['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of']","['the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')']",['alloys'],['('],['range'],['1130°C'],['from'],[')'],['the'],['to'],['of'],[')'],['temperatures'],['content'],"['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(', '1130°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '.']"
"(8, 8)","(30, 30)",4.2 Solvus temperatures The solvus temperatures of the Co-Ni-Al-W-Ti alloys range from 1258K ( 985°C ) in the 0 Ti alloy ( highest in W content ) to 1403K ( 1130°C ) in the 8 Ti alloy . ,"['alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0']","['alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0']","['alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(']","['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of']","['Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K']",['alloys'],[')'],['range'],['in'],['from'],['the'],['the'],['('],['of'],['1403K'],['temperatures'],['to'],"['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(', '1130°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '.']"
"(18, 19)","(12, 12)",4.2 Solvus temperatures The solvus temperatures of the Co-Ni-Al-W-Ti alloys range from 1258K ( 985°C ) in the 0 Ti alloy ( highest in W content ) to 1403K ( 1130°C ) in the 8 Ti alloy . ,"['alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(']","['alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(']","['(', '985°C', ')', 'in', 'the']","['the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in']","['Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range']",['alloy'],['('],['('],['985°C'],['highest'],[')'],['the'],['from'],['in'],['range'],['in'],['alloys'],"['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(', '1130°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '.']"
"(18, 19)","(14, 14)",4.2 Solvus temperatures The solvus temperatures of the Co-Ni-Al-W-Ti alloys range from 1258K ( 985°C ) in the 0 Ti alloy ( highest in W content ) to 1403K ( 1130°C ) in the 8 Ti alloy . ,"['alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(']","['alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(']","[')', 'in', 'the']","['the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in']","['The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K']",['alloy'],[')'],['('],['in'],['highest'],['the'],['the'],['('],['in'],['1258K'],['in'],['from'],"['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(', '1130°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '.']"
"(18, 19)","(28, 28)",4.2 Solvus temperatures The solvus temperatures of the Co-Ni-Al-W-Ti alloys range from 1258K ( 985°C ) in the 0 Ti alloy ( highest in W content ) to 1403K ( 1130°C ) in the 8 Ti alloy . ,"['alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(']","['alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(']","['alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to']","['the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in']","['the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')']",['alloy'],['('],['('],['1130°C'],['highest'],[')'],['the'],['to'],['in'],[')'],['in'],['content'],"['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(', '1130°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '.']"
"(18, 19)","(30, 30)",4.2 Solvus temperatures The solvus temperatures of the Co-Ni-Al-W-Ti alloys range from 1258K ( 985°C ) in the 0 Ti alloy ( highest in W content ) to 1403K ( 1130°C ) in the 8 Ti alloy . ,"['alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(']","['alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(']","['alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(']","['the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in']","['Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K']",['alloy'],[')'],['('],['in'],['highest'],['the'],['the'],['('],['in'],['1403K'],['in'],['to'],"['4.2', 'Solvus', 'temperatures', 'The', 'solvus', 'temperatures', 'of', 'the', 'Co-Ni-Al-W-Ti', 'alloys', 'range', 'from', '1258K', '(', '985°C', ')', 'in', 'the', '0', 'Ti', 'alloy', '(', 'highest', 'in', 'W', 'content', ')', 'to', '1403K', '(', '1130°C', ')', 'in', 'the', '8', 'Ti', 'alloy', '.']"
